business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,inspection_id,inspection_date,inspection_result,inspection_type,violation_id,violation_description,violation_critical
29316,BURGER VENUE - AMERICA'S PREMIUM BURGER,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0221,-77.1471,"(39.0221, -77.1471)",29316_2016-10-31,10/31/2016 12:00:00 AM,PASS,routine,29316_2016-10-31_RodentandInsects,Standard not met: Rodent and Insects,false
1586,MARYVALE MARKET,500 N. HORNERS LN.,ROCKVILLE,MD,20850,39.0909,-77.1438,"(39.0909, -77.1438)",1586_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
839,EINSTEIN BROS. BAGELS #2385,8397 COLESVILLE RD.,SILVER SPRING,MD,20910,38.9941,-77.032,"(38.9941, -77.032)",839_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
20989,EUREST DINING SERVICES,5260 WESTERN AVE.,CHEVY CHASE,MD,20815,38.9609,-77.0903,"(38.9609, -77.0903)",20989_2016-09-27,09/27/2016 12:00:00 AM,PASS,routine,20989_2016-09-27_TransFatBan,Standard not met: Trans Fat Ban,false
354,BROOKHAVEN ELEMENTARY,4610 RENN ST.,ROCKVILLE,MD,20853,39.0824,-77.0925,"(39.0824, -77.0925)",354_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
2102,ROCK CREEK FOREST ELEMENTARY,8330 GRUBB RD.,CHEVY CHASE,MD,20815,38.9925,-77.0509,"(38.9925, -77.0509)",2102_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,,,
28954,CAVA MEZZE GRILL,8515 FENTON ST,SILVER SPRING,MD,20910,38.9966,-77.0248,"(38.9966, -77.0248)",28954_2016-10-10,10/10/2016 12:00:00 AM,PASS,routine,,,
21383,GIL'S RESTAURANT,8200 PINEY BRANCH RD.,SILVER SPRING,MD,20910,38.9931,-77.0097,"(38.9931, -77.0097)",21383_2016-10-19,10/19/2016 12:00:00 AM,PASS,routine,21383_2016-10-19_RodentandInsects,Standard not met: Rodent and Insects,false
1748,NEGRIL,965 THAYER AVE.,SILVER SPRING,MD,20910,38.9931,-77.026,"(38.9931, -77.026)",1748_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,1748_2016-11-02_CoolingTimeandTemperature(C),Standard not met: Cooling Time and Temperature (C),true
26620,PANDA EXPRESS #2227,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.025,-77.1483,"(39.025, -77.1483)",26620_2016-10-31,10/31/2016 12:00:00 AM,PASS,routine,,,
28692,UNPLUGGED SPORT BAR & RESTAURANT,11305-C GEORIA AVE,SILVER SPRING,MD,20902,39.0406,-77.0511,"(39.0406, -77.0511)",28692_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,28692_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
18746,CORNER BAKERY CAF�,1 GRAND CORNER AVE.,GAITHERSBURG,MD,20878,39.1183,-77.2004,"(39.1183, -77.2004)",18746_2016-03-10,03/10/2016 12:00:00 AM,PASS,routine,18746_2016-03-10_RodentandInsects,Standard not met: Rodent and Insects,false
22278,SUBWAY #51351,1298 E. GUDE DR,ROCKVILLE,MD,20850,39.0984,-77.137,"(39.0984, -77.137)",22278_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
28851,MCDONALD'S #31300,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",28851_2016-10-31,10/31/2016 12:00:00 AM,PASS,routine,28851_2016-10-31_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
29263,RUANG KHAO THAI CUISINE,939 BONIFANT ST,SILVER SPRING,MD,20910,38.9941,-77.0253,"(38.9941, -77.0253)",29263_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,29263_2016-11-01_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28110,CAVA MEZZE GRILL,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0221,-77.1471,"(39.0221, -77.1471)",28110_2016-11-01,11/01/2016 12:00:00 AM,PASS,complaint,,,
2103,ROCK CREEK VALLEY ELEMENTARY,5121 RUSSETT RD.,ROCKVILLE,MD,20853,39.0832,-77.1021,"(39.0832, -77.1021)",2103_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,,,
29263,RUANG KHAO THAI CUISINE,939 BONIFANT ST,SILVER SPRING,MD,20910,38.9941,-77.0253,"(38.9941, -77.0253)",29263_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,29263_2016-11-01_FoodProtectedfromContamination(C),Standard not met: Food Protected from Contamination (C),true
18318,TJ CAF�,6701 DEMOCRACY BLVD.,BETHESDA,MD,20817,39.0223,-77.1381,"(39.0223, -77.1381)",18318_2016-10-26,10/26/2016 12:00:00 AM,PASS,routine,,,
28110,CAVA MEZZE GRILL,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0221,-77.1471,"(39.0221, -77.1471)",28110_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,28110_2016-11-01_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
18864,KANTUTAS RESTAURANT,2462 ENNALLS AVE.,WHEATON,MD,20902,39.0402,-77.0524,"(39.0402, -77.0524)",18864_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,18864_2016-11-03_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
775,DOMINO'S PIZZA #4631,18214 FLOWER HILL WAY,GAITHERSBURG,MD,20879,39.1542,-77.165,"(39.1542, -77.165)",775_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,775_2016-11-03_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
18864,KANTUTAS RESTAURANT,2462 ENNALLS AVE.,WHEATON,MD,20902,39.0402,-77.0524,"(39.0402, -77.0524)",18864_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,18864_2016-11-03_No-SmokingSignPosted,Standard not met: No-Smoking Sign Posted,false
29009,SHANGHAI 66,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0221,-77.1471,"(39.0221, -77.1471)",29009_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,29009_2016-11-01_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
2510,THOMAS MARKET,"2650 UNIVERSITY BLVD., W.",WHEATON,MD,20902,39.0403,-77.0541,"(39.0403, -77.0541)",2510_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,2510_2016-11-02_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
1071,GIANT FOOD #0362,20944 FREDERICK RD.,GERMANTOWN,MD,20876,39.2034,-77.2469,"(39.2034, -77.2469)",1071_2016-11-02,11/02/2016 12:00:00 AM,PASS,followup,,,
21383,GIL'S RESTAURANT,8200 PINEY BRANCH RD.,SILVER SPRING,MD,20910,38.9931,-77.0097,"(38.9931, -77.0097)",21383_2016-10-19,10/19/2016 12:00:00 AM,PASS,routine,21383_2016-10-19_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
18864,KANTUTAS RESTAURANT,2462 ENNALLS AVE.,WHEATON,MD,20902,39.0402,-77.0524,"(39.0402, -77.0524)",18864_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,18864_2016-11-03_TransFatBan,Standard not met: Trans Fat Ban,false
29981,TAKOMA CATERING,8900 GEORGIA AVE,SILVER SPRING,MD,20910,39.0011,-77.0345,"(39.0011, -77.0345)",29981_2016-11-03,11/03/2016 12:00:00 AM,PASS,followup,,,
408,CAF� X-PRESS,8000 NORFOLK AVE.,BETHESDA,MD,20814,38.9898,-77.0991,"(38.9898, -77.0991)",408_2015-06-23,06/23/2015 12:00:00 AM,PASS,routine,408_2015-06-23_ProperHandWashing(C),Standard not met: Proper Hand Washing (C),true
17191,EL DORADO TACOS CAF�,12220 VIERS MILL RD.,SILVER SPRING,MD,20906,39.0564,-77.0842,"(39.0564, -77.0842)",17191_2016-04-13,04/13/2016 12:00:00 AM,PASS,routine,,,
19177,STANDISH PLACE CAF�,"7529 STANDISH PL., SUITE 106",ROCKVILLE,MD,20855,39.109,-77.1542,"(39.109, -77.1542)",19177_2015-10-14,10/14/2015 12:00:00 AM,PASS,routine,19177_2015-10-14_TransFatBan,Standard not met: Trans Fat Ban,false
18858,CAF� 2020,4870 BOILING BROOK PKWY.,ROCKVILLE,MD,20852,39.046,-77.0996,"(39.046, -77.0996)",18858_2015-11-05,11/05/2015 12:00:00 AM,PASS,followup,,,
11512,RIO GRANDE CAF�,231 RIO BLVD,GAITHERSBURG,MD,20878,39.1182,-77.2,"(39.1182, -77.2)",11512_2016-08-24,08/24/2016 12:00:00 AM,PASS,routine,11512_2016-08-24_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
19284,LEBANESE TAVERNA CAF�,115 A GIBBS ST,ROCKVILLE,MD,20850,39.0859,-77.1518,"(39.0859, -77.1518)",19284_2015-03-19,03/19/2015 12:00:00 AM,PASS,complaint,19284_2015-03-19_ToxicSubstances&Pesticides,Standard not met: Toxic Substances & Pesticides,false
28406,PANDA EXPRESS,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",28406_2016-11-29,11/29/2016 12:00:00 AM,PASS,routine,28406_2016-11-29_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
408,CAF� X-PRESS,8000 NORFOLK AVE.,BETHESDA,MD,20814,38.9898,-77.0991,"(38.9898, -77.0991)",408_2015-06-23,06/23/2015 12:00:00 AM,PASS,routine,408_2015-06-23_ReheatingTimeandTemperature(C),Standard not met: Reheating Time and Temperature (C),true
17932,MARIA'S BAKERY CAF�,1701-B3 ROCKVILLE PIKE,ROCKVILLE,MD,20852,39.0613,-77.1244,"(39.0613, -77.1244)",17932_2015-10-02,10/02/2015 12:00:00 AM,PASS,,,,
11561,TIJUANA MEXICAN CAF� 2,2007 VEIRS MILL RD.,ROCKVILLE,MD,20851,39.0748,-77.1171,"(39.0748, -77.1171)",11561_2016-01-06,01/06/2016 12:00:00 AM,PASS,routine,11561_2016-01-06_ReheatingTimeandTemperature(C),Standard not met: Reheating Time and Temperature (C),true
11561,TIJUANA MEXICAN CAF� 2,2007 VEIRS MILL RD.,ROCKVILLE,MD,20851,39.0748,-77.1171,"(39.0748, -77.1171)",11561_2015-03-04,03/04/2015 12:00:00 AM,PASS,routine,,,
19060,ROYAL CAF� & CATERING,9601 MEDICAL CENTER DR.,ROCKVILLE,MD,20850,39.1024,-77.198,"(39.1024, -77.198)",19060_2015-12-15,12/15/2015 12:00:00 AM,PASS,,19060_2015-12-15_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
19024,DRAGON CITY,918 SLIGO AVE,SILVER SPRING,MD,20910,38.99,-77.0243,"(38.99, -77.0243)",19024_2016-11-29,11/29/2016 12:00:00 AM,PASS,routine,19024_2016-11-29_RodentandInsects,Standard not met: Rodent and Insects,false
11262,FU SHING CAF�,10315 WESTLAKE DR.,BETHESDA,MD,20817,39.0256,-77.1475,"(39.0256, -77.1475)",11262_2016-04-20,04/20/2016 12:00:00 AM,PASS,routine,11262_2016-04-20_RodentandInsects,Standard not met: Rodent and Insects,false
29294,B-BOP-Q,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0241,-77.1463,"(39.0241, -77.1463)",29294_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,29294_2016-11-04_RodentandInsects,Standard not met: Rodent and Insects,false
19487,DOMINO'S PIZZA #6071,11937 GEORGIA AVE.,WHEATON,MD,20902,39.0518,-77.05,"(39.0518, -77.05)",19487_2016-11-03,11/03/2016 12:00:00 AM,PASS,complaint,,,
28066,WISTERIA BEER & WINE,13220 WISTERIA DR,GERMANTOWN,MD,20874,39.1812,-77.276,"(39.1812, -77.276)",28066_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,28066_2016-11-02_RodentandInsects,Standard not met: Rodent and Insects,false
901,FALLSMEAD ELEMENTARY,1800 GREENPLACE TERR.,ROCKVILLE,MD,20850,39.078,-77.1764,"(39.078, -77.1764)",901_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,901_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
28085,RUTH CHRIS STEAK HOUSE,106 CROWN PARK AVE,GAITHERSBURG,MD,20879,39.1151,-77.2063,"(39.1151, -77.2063)",28085_2016-11-04,11/04/2016 12:00:00 AM,PASS,complaint,,,
17458,CANDY WORLD,7101 DEMOCRACY BLVD. 2127,BETHESDA,MD,20817,39.0233,-77.1486,"(39.0233, -77.1486)",17458_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,17458_2016-11-04_RodentandInsects,Standard not met: Rodent and Insects,false
29312,RETRO BLENDS,12623 WISTERIA DR,GERMANTOWN,MD,20874,39.1709,-77.2626,"(39.1709, -77.2626)",29312_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
22521,YURAKU JAPANESE RESTAURANT,19773 FREDERICK RD.,GERMANTOWN,MD,20876,39.1805,-77.2367,"(39.1805, -77.2367)",22521_2016-12-11,12/11/2016 12:00:00 AM,PASS,followup,,,
27660,STARBUCKS COFFEE #19878,307 COPLEY PLACE,GAITHERSBURG,MD,20878,39.1151,-77.2069,"(39.1151, -77.2069)",27660_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,,,
795,DUFIEF ELEMENTARY,15001 DUFIEF DR.,GAITHERSBURG,MD,20878,39.1014,-77.2385,"(39.1014, -77.2385)",795_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,795_2016-11-02_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
29007,VONIKS JUICE,202 ELLINGTON BLVD,GAITHERSBURG,MD,20878,39.1146,-77.2048,"(39.1146, -77.2048)",29007_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,29007_2016-11-02_RodentandInsects,Standard not met: Rodent and Insects,false
21289,BISTRO SENSATIONS,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,39.0233,-77.1486,"(39.0233, -77.1486)",21289_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,21289_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
20619,TEAVANA #28504,7101 DEMOCRACY BLVD.  2050,BETHESDA,MD,20814,39.0233,-77.1486,"(39.0233, -77.1486)",20619_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
596,COLD SPRING ELEMENTARY,9201 FALLS CHAPEL WAY,POTOMAC,MD,20854,39.0591,-77.1887,"(39.0591, -77.1887)",596_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,596_2016-11-03_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
260,BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,BETHESDA,MD,20817,39.0131,-77.1527,"(39.0131, -77.1527)",260_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,260_2016-11-04_ProperHandWashing(C),Standard not met: Proper Hand Washing (C),true
11224,TARGET T-1193,25 GRAND CORNER AVE.,GAITHERSBURG,MD,20878,39.1189,-77.2025,"(39.1189, -77.2025)",11224_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,,,
11292,SHADY GROVE MIDDLE SCHOOL,8100 MIDCOUNTY HWY.,GAITHERSBURG,MD,20877,39.1432,-77.1624,"(39.1432, -77.1624)",11292_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,11292_2016-11-04_CoolingTimeandTemperature(C),Standard not met: Cooling Time and Temperature (C),true
135,ASBURY VILLAGE APTS.,405 RUSSELL AVE.,GAITHERSBURG,MD,20877,39.1499,-77.1981,"(39.1499, -77.1981)",135_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
2128,RONALD MCNAIR ELEMENTARY,13881 HOPKINS RD.,GERMANTOWN,MD,20874,39.1706,-77.2901,"(39.1706, -77.2901)",2128_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
27832,NEW YORK DELI & CAFE,9601 BLACKWELL RD,ROCKVILLE,MD,20850,39.1017,-77.1928,"(39.1017, -77.1928)",27832_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,27832_2016-11-01_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
2890,TANA MARKET NATURE'S FOOD STORE,623 SLIGO AVE.,SILVER SPRING,MD,20910,38.9914,-77.0147,"(38.9914, -77.0147)",2890_2016-12-09,12/09/2016 12:00:00 AM,PASS,routine,2890_2016-12-09_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
22167,16 HANDLES,215 BOARDWALK PLACE,GAITHERSBURG,MD,20878,39.1164,-77.1983,"(39.1164, -77.1983)",22167_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
674,CVS/PHARMACY #1449,7955 TUCKERMAN LN.,ROCKVILLE,MD,20854,39.0398,-77.157,"(39.0398, -77.157)",674_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
28097,MI FAMILIA MERCADO LATINO,2400 UNIVERSITY BLVD W,SILVER SPRING,MD,20902,39.0413,-77.0506,"(39.0413, -77.0506)",28097_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,28097_2016-11-04_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
1429,LAKEWOOD ELEMENTARY,2534 LINDLEY TERR.,ROCKVILLE,MD,20850,39.0875,-77.1937,"(39.0875, -77.1937)",1429_2016-11-01,11/01/2016 12:00:00 AM,PASS,routine,,,
28063,BUMP 'N GRIND,1200 EAST WEST HWY,SILVER SPRING,MD,20910,38.9902,-77.03,"(38.9902, -77.03)",28063_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,28063_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
18554,INDIA BAZAAR,383 MUDDY BRANCH RD.,GAITHERSBURG,MD,20878,39.1285,-77.2074,"(39.1285, -77.2074)",18554_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,18554_2016-11-03_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
29312,RETRO BLENDS,12623 WISTERIA DR,GERMANTOWN,MD,20874,39.1709,-77.2626,"(39.1709, -77.2626)",29312_2016-04-27,04/27/2016 12:00:00 AM,PASS,initial,,,
29294,B-BOP-Q,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0241,-77.1463,"(39.0241, -77.1463)",29294_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,29294_2016-11-04_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
29359,TROPICAL MIX,12 E DIAMOND AVE,GAITHERSBURG,MD,20877,39.1422,-77.1977,"(39.1422, -77.1977)",29359_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,29359_2016-11-04_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
26,7-ELEVEN #11713,14101 GEORGIA AVE.,SILVER SPRING,MD,20906,39.0853,-77.0778,"(39.0853, -77.0778)",26_2016-11-03,11/03/2016 12:00:00 AM,PASS,complaint,,,
17765,7-ELEVEN #11567,17701 MUNCASTER RD.,DERWOOD,MD,20855,39.1455,-77.1434,"(39.1455, -77.1434)",17765_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
960,FRANCIS SCOTT KEY MIDDLE,910 SCHINDLER DR.,SILVER SPRING,MD,20903,39.0279,-76.9925,"(39.0279, -76.9925)",960_2016-11-02,11/02/2016 12:00:00 AM,PASS,routine,960_2016-11-02_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
2392,SUBWAY,12935 WISTERIA DR.,GERMANTOWN,MD,20874,39.1772,-77.2706,"(39.1772, -77.2706)",2392_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,2392_2016-11-04_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
2575,VEIRS MILL ELEMENTARY,11711 JOSEPH MILL RD.,SILVER SPRING,MD,20906,39.0489,-77.0852,"(39.0489, -77.0852)",2575_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
124,ARGYLE COUNTRY CLUB,14600 ARGYLE CLUB RD.,SILVER SPRING,MD,20906,39.0961,-77.0489,"(39.0961, -77.0489)",124_2016-02-17,02/17/2016 12:00:00 AM,PASS,routine,124_2016-02-17_RodentandInsects,Standard not met: Rodent and Insects,false
1934,PIZZA HUT #23534,19790 CRYSTAL ROCK DR.,GERMANTOWN,MD,20874,39.1806,-77.2625,"(39.1806, -77.2625)",1934_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,1934_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
29134,PHO EATERY,674 QUINCE ORCHARD RD,GAITHERSBURG,MD,20878,39.1409,-77.223,"(39.1409, -77.223)",29134_2016-11-29,11/29/2016 12:00:00 AM,PASS,routine,29134_2016-11-29_FoodProtectedfromContamination(C),Standard not met: Food Protected from Contamination (C),true
27660,STARBUCKS COFFEE #19878,307 COPLEY PLACE,GAITHERSBURG,MD,20878,39.1151,-77.2069,"(39.1151, -77.2069)",27660_2016-11-02,11/02/2016 12:00:00 AM,PASS,followup,,,
1938,PIZZA HUT #23536,18509 WOODFIELD RD.,GAITHERSBURG,MD,20879,39.1601,-77.159,"(39.1601, -77.159)",1938_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
18310,FAIRFIELD INN & SUITES,20025 CENTURY BLVD.,GERMANTOWN,MD,20874,39.1839,-77.2613,"(39.1839, -77.2613)",18310_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
2638,WENDY'S #095,12988 MIDDLEBROOK RD.,GERMANTOWN,MD,20874,39.1807,-77.2691,"(39.1807, -77.2691)",2638_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,2638_2016-11-04_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
27347,SASA HOME MARKET,2563 ENNALLS AVE,SILVER SPRING,MD,20902,39.0398,-77.0543,"(39.0398, -77.0543)",27347_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
18152,OGEI'S CHICKEN AND SUBS & GRILL,293 MUDDY BRANCH RD.,GAITHERSBURG,MD,20878,39.1269,-77.2082,"(39.1269, -77.2082)",18152_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
260,BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,BETHESDA,MD,20817,39.0131,-77.1527,"(39.0131, -77.1527)",260_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,260_2016-11-04_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
423,CAMERON'S SEAFOOD MARKET,875 HUNGERFORD DR.,ROCKVILLE,MD,20850,39.0957,-77.1529,"(39.0957, -77.1529)",423_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
27743,HARINA BAKERY,11929 GEORGIA AVE,SILVER SPRING,MD,20902,39.0518,-77.0503,"(39.0518, -77.0503)",27743_2016-09-21,09/21/2016 12:00:00 AM,PASS,routine,,,
20241,SEE'S CANDIES HOLIDAY GIFT CENTER,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,39.0233,-77.1486,"(39.0233, -77.1486)",20241_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
29359,TROPICAL MIX,12 E DIAMOND AVE,GAITHERSBURG,MD,20877,39.1422,-77.1977,"(39.1422, -77.1977)",29359_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,29359_2016-11-04_ProperHandWashing(C),Standard not met: Proper Hand Washing (C),true
21289,BISTRO SENSATIONS,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,39.0233,-77.1486,"(39.0233, -77.1486)",21289_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,21289_2016-11-03_CoolingTimeandTemperature(C),Standard not met: Cooling Time and Temperature (C),true
29450,GURU GOBIND SINGH FOUNDATION TRUST,13814 TRAVILAH RD,ROCKVILLE,MD,20850,39.0827,-77.2347,"(39.0827, -77.2347)",29450_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
1990,POPEYES,417 N. FREDERICK AVE,GAITHERSBURG,MD,20877,39.1468,-77.2046,"(39.1468, -77.2046)",1990_2016-11-04,11/04/2016 12:00:00 AM,PASS,routine,,,
28914,DUNKIN DONUTS #354269,15235 SIESTA KEY WAY,ROCKVILLE,MD,20850,39.1057,-77.1959,"(39.1057, -77.1959)",28914_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,28914_2016-11-03_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
23865,SCION SILVER SPRING,1200 EAST WEST HIGHWAY,SILVER SPRING,MD,20910,38.9902,-77.0298,"(38.9902, -77.0298)",23865_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,23865_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
18554,INDIA BAZAAR,383 MUDDY BRANCH RD.,GAITHERSBURG,MD,20878,39.1285,-77.2074,"(39.1285, -77.2074)",18554_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,18554_2016-11-03_RodentandInsects,Standard not met: Rodent and Insects,false
2443,TACO BELL #16634,18415 WOODFIELD RD.,GAITHERSBURG,MD,20879,39.1594,-77.1593,"(39.1594, -77.1593)",2443_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
19453,"SPORTS AUTHORITY, THE",12055 ROCKVILLE PIKE,ROCKVILLE,MD,20852,39.0558,-77.1165,"(39.0558, -77.1165)",19453_2015-12-07,12/07/2015 12:00:00 AM,PASS,routine,,,
28313,DOLLAR GENERAL #14838,19718 FISHER AVE,POOLESVILLE,MD,20837,39.1423,-77.4075,"(39.1423, -77.4075)",28313_2015-07-24,07/24/2015 12:00:00 AM,PASS,initial,,,
11,7-ELEVEN #11572,12405 GEORGIA AVE.,SILVER SPRING,MD,20906,39.061,-77.0518,"(39.061, -77.0518)",11_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
24010,RRK AIRPARK EXXON,7983 MUNCASTER MILL RD,GAITHERSBURG,MD,20877,39.1589,-77.1597,"(39.1589, -77.1597)",24010_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
2630,WENDY'S #133,18425 WOODFIELD RD.,GAITHERSBURG,MD,20879,39.1598,-77.1592,"(39.1598, -77.1592)",2630_2016-11-03,11/03/2016 12:00:00 AM,PASS,routine,,,
354,BROOKHAVEN ELEMENTARY,4610 RENN ST.,ROCKVILLE,MD,20853,39.0824,-77.0925,"(39.0824, -77.0925)",354_2015-12-09,12/09/2015 12:00:00 AM,PASS,routine,,,
906,FAR EAST RESTAURANT,5055 NICHOLSON LN.,ROCKVILLE,MD,20852,39.0463,-77.1041,"(39.0463, -77.1041)",906_2016-12-07,12/07/2016 12:00:00 AM,PASS,complaint,,,
28670,MARKET AT RIVER FALLS,10124 RIVER RD,POTOMAC,MD,20854,39.0164,-77.2092,"(39.0164, -77.2092)",28670_2016-12-07,12/07/2016 12:00:00 AM,PASS,routine,,,
28916,SENOR TEQUILA'S OF MARYLAND,20021 CENTURY BLVD,GERMANTOWN,MD,20874,39.1842,-77.2616,"(39.1842, -77.2616)",28916_2016-12-08,12/08/2016 12:00:00 AM,PASS,routine,28916_2016-12-08_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
18257,WESTBROOKE INDEP. LIVING CLUBHOUSE,18310 SLADE SCHOOL RD,SANDY SPRING,MD,20860,39.1514,-77.039,"(39.1514, -77.039)",18257_2015-10-27,10/27/2015 12:00:00 AM,PASS,routine,,,
18050,MOTI'S MARKET,4860 BOILING BROOK PKWY.,ROCKVILLE,MD,20852,39.0461,-77.0995,"(39.0461, -77.0995)",18050_2016-12-06,12/06/2016 12:00:00 AM,PASS,followup,,,
